palabra,sentimiento,emocion
bastión,positivo,enfado
murciélago,neutro,neutro
lote,neutro,neutro
procesamiento por lotes,neutro,neutro
solución alcalina,neutro,neutro
bañera,positivo,neutro
bañarse,neutro,neutro
baño,neutro,neutro
batimetría,neutro,neutro
batuta,neutro,neutro
batallón,neutro,enfado
masa,negativo,enfado
abollado,negativo,miedo
batería,negativo,enfado
batalla,negativo,enfado
luchó,negativo,enfado
campo de batalla,negativo,miedo
obsceno,negativo,neutro
bahía,neutro,neutro
bayoneta,negativo,enfado
brazo pantanoso,neutro,neutro
bazar,neutro,neutro
playa,neutro,alegria
Faro,neutro,neutro
talón,neutro,neutro
cuentas,neutro,neutro
rosario,neutro,neutro
beagle,neutro,neutro
pico,neutro,neutro
cubilete,neutro,neutro
haz,positivo,alegria
radiante,positivo,anticipacion
llevar,neutro,enfado
barba,neutro,neutro
barbado,neutro,neutro
portador,negativo,neutro
Llevando,neutro,neutro
aspectos,neutro,neutro
osuno,neutro,enfado
bestia,negativo,enfado
bestial,negativo,disgusto
derrotar,neutro,neutro
golpeando,negativo,enfado
galán,neutro,neutro
embellecimiento,positivo,alegria
hermoso,positivo,alegria
embellecer,positivo,alegria
belleza,positivo,alegria
arroyo,neutro,neutro
llamar,neutro,neutro
cama,neutro,neutro
lecho,neutro,neutro
base,positivo,confianza
dormitorio,neutro,neutro
hora de acostarse,neutro,neutro
abeja,neutro,enfado
carne de res,neutro,neutro
Colmena,neutro,neutro
cerveza,positivo,alegria
cera de abejas,neutro,neutro
escarabajo,neutro,neutro
acontecer,negativo,neutro
propio,positivo,neutro
ofrecer amistad,positivo,alegria
mendigar,negativo,tristeza
mendigo,negativo,tristeza
mendicidad,negativo,neutro
empezar,neutro,neutro
principiante,neutro,neutro
comienzo,neutro,neutro
comenzado,neutro,anticipacion
comportamiento,neutro,neutro
gigante,negativo,miedo
petición,neutro,neutro
Mirad,neutro,neutro
agradecido,negativo,neutro
espectador,neutro,neutro
tardío,negativo,neutro
amarrar,neutro,neutro
creencia,neutro,neutro
creía,neutro,confianza
creyente,neutro,confianza
creyendo,positivo,confianza
empequeñecer,negativo,enfado
campana,neutro,neutro
beligerante,negativo,enfado
bramido,neutro,neutro
fuelle,neutro,enfado
vientre,neutro,neutro
pertenencias,neutro,neutro
cinturón,negativo,enfado
perplejo,neutro,neutro
mesa de trabajo,neutro,neutro
curva,neutro,neutro
juerga,negativo,neutro
doblando,neutro,neutro
debajo,neutro,neutro
benefactor,positivo,confianza
beneficioso,positivo,neutro
beneficiario,neutro,neutro
beneficio,positivo,neutro
benevolencia,positivo,alegria
benigno,positivo,alegria
doblado,neutro,neutro
benceno,neutro,neutro
legar,neutro,neutro
legado,neutro,confianza
afligido,negativo,tristeza
duelo,negativo,tristeza
privado,negativo,neutro
bergamota,neutro,neutro
Berlina,neutro,neutro
enloquecido,negativo,enfado
atracar,positivo,neutro
implorar,neutro,neutro
acosar,neutro,neutro
bestial,negativo,disgusto
otorgar,neutro,neutro
apuesta,neutro,neutro
traicionar,negativo,enfado
traición,negativo,enfado
prometido,positivo,anticipacion
mejoramiento,positivo,neutro
apuesta,neutro,neutro
betty,neutro,neutro
bisel,neutro,neutro
bebida,positivo,neutro
grupo,neutro,neutro
tener cuidado,negativo,anticipacion
desconcertado,negativo,miedo
desconcierto,neutro,miedo
parcialidad,negativo,enfado
sesgado,negativo,neutro
babero,neutro,neutro
bíblico,positivo,neutro
bibliografía,neutro,neutro
dimes y diretes,negativo,enfado
bicolor,neutro,neutro
bicicleta,neutro,neutro
licitación,neutro,neutro
licitador,neutro,neutro
ofertas,neutro,neutro
bienal,neutro,anticipacion
féretro,negativo,miedo
bifurcación,neutro,neutro
grande,neutro,neutro
fanático,negativo,enfado
fanático,negativo,enfado
bicicleta,neutro,neutro
bilateral,neutro,neutro
bicapa,neutro,neutro
bilis,negativo,enfado
sentina,neutro,neutro
bilingüe,positivo,neutro
factura,neutro,neutro
palanquilla,neutro,neutro
billar,neutro,neutro
mil millones,neutro,neutro
porra,neutro,neutro
bimensual,neutro,neutro
compartimiento,neutro,neutro
binario,neutro,neutro
unir,neutro,neutro
taller de encuadernación,neutro,neutro
Unión,neutro,neutro
bing,neutro,neutro
binocular,neutro,neutro
prismáticos,neutro,neutro
binomio,neutro,neutro
biogénesis,neutro,neutro
biógrafo,neutro,neutro
biografía,neutro,neutro
biología,neutro,neutro
biopsia,negativo,miedo
biosfera,neutro,neutro
bipartito,neutro,neutro
abedul,negativo,enfado
pájaro,neutro,neutro
nacimiento,positivo,anticipacion
cumpleaños,positivo,anticipacion
lugar de nacimiento,negativo,enfado
patrimonio,neutro,neutro
Bis,neutro,neutro
obispo,neutro,neutro
bisonte,neutro,neutro
un poco,neutro,neutro
perra,negativo,enfado
morder,negativo,neutro
amargamente,negativo,enfado
amargura,negativo,enfado
betún,neutro,neutro
quincenal,neutro,neutro
extraño,negativo,sorpresa
Mora,neutro,neutro
pizarra,neutro,neutro
veintiuna,negativo,neutro
chantaje,negativo,enfado
negrura,negativo,miedo
herrero,neutro,neutro
vejiga,neutro,neutro
espada,neutro,neutro
culpa,negativo,enfado
inocente,positivo,neutro
blando,negativo,neutro
vacío,neutro,neutro
cobija,neutro,confianza
blasfemo,negativo,enfado
blasfemia,negativo,enfado
explosión,negativo,enfado
evidente,negativo,enfado
decir tonterías,negativo,neutro
resplandor,negativo,enfado
flameante,neutro,neutro
lejía,neutro,neutro
desolado,negativo,tristeza
sangrado,negativo,disgusto
defecto,negativo,enfado
mezclar,neutro,neutro
mezcla,neutro,neutro
bendecir,positivo,anticipacion
bendecido,positivo,alegria
bendición,positivo,anticipacion
bendiciones,positivo,anticipacion
plaga,negativo,disgusto
arruinado,negativo,disgusto
cegado,negativo,neutro
venda,neutro,anticipacion
con los ojos vendados,neutro,neutro
a ciegas,negativo,tristeza
ceguera,negativo,tristeza
parpadear,neutro,neutro
felicidad,positivo,alegria
feliz,positivo,alegria
ampolla,negativo,disgusto
bombardeo aéreo,neutro,sorpresa
tormenta de nieve,neutro,neutro
hinchado,negativo,disgusto
gota,negativo,disgusto
bloquear,neutro,neutro
bloqueo,negativo,enfado
rubio,neutro,neutro
sangre,neutro,neutro
sabueso,neutro,neutro
incruento,positivo,neutro
matanza,negativo,enfado
sanguinario,negativo,enfado
sangriento,negativo,enfado
florecer,positivo,anticipacion
florecer,positivo,alegria
mancha,negativo,neutro
blusa,neutro,neutro
soplador,negativo,neutro
soplo,neutro,neutro
estropeado,neutro,neutro
Reventar,negativo,neutro
azul,neutro,tristeza
blues,negativo,miedo
bluff,negativo,neutro
azulado,neutro,neutro
torpeza,negativo,disgusto
descortés,neutro,neutro
difuminar,negativo,neutro
borroso,negativo,neutro
sonrojo,negativo,neutro
rubor,neutro,neutro
boa,neutro,neutro
Jabali,neutro,neutro
junta,neutro,anticipacion
huésped,neutro,neutro
embarque,neutro,neutro
tableros,neutro,neutro
presumir,negativo,neutro
jactancia,negativo,neutro
barco,neutro,neutro
paseo en barco,neutro,neutro
bobina,neutro,neutro
presagiar,neutro,neutro
corpiño,neutro,neutro
corporal,neutro,neutro
cuerpo,neutro,neutro
guardaespaldas,positivo,confianza
pantano,negativo,neutro
FALSO,negativo,enfado
hervir,negativo,disgusto
caldera,neutro,neutro
repetitivo,negativo,neutro
hirviendo,neutro,neutro
bullicioso,negativo,enfado
audaz,positivo,neutro
audacia,positivo,neutro
reforzar,positivo,neutro
tornillo,neutro,neutro
bolo,neutro,neutro
bomba,negativo,enfado
bombardear,negativo,enfado
bombardeo,negativo,enfado
bombardeado,negativo,disgusto
bombardeo,neutro,miedo
bonanza,positivo,alegria
vínculo,neutro,neutro
esclavitud,negativo,miedo
cautiverio,negativo,neutro
hueso,neutro,neutro
metedura de pata,neutro,neutro
huesos,neutro,neutro
hoguera,neutro,neutro
Bonne,positivo,neutro
capó,neutro,neutro
prima,positivo,anticipacion
óseo,neutro,neutro
abucheo,negativo,neutro
teta,neutro,neutro
bobo,negativo,neutro
libro,neutro,neutro
estantería,neutro,neutro
reserva,neutro,neutro
libresco,positivo,neutro
contable,neutro,neutro
teneduría de libros,neutro,neutro
folleto,neutro,neutro
libros,neutro,neutro
librero,neutro,neutro
librería,positivo,neutro
librería,neutro,neutro
ratón de biblioteca,negativo,neutro
bumerang,neutro,anticipacion
en auge,neutro,neutro
bendición,positivo,neutro
impulsar,neutro,neutro
refuerzo,neutro,neutro
bota,neutro,neutro
puesto,neutro,neutro
botas,neutro,neutro
botín,neutro,neutro
bebida alcohólica,negativo,neutro
borde,neutro,neutro
limítrofe,neutro,neutro
aburrir,negativo,neutro
boreales,neutro,neutro
aburrimiento,negativo,tristeza
taladrador,neutro,neutro
aburrido,negativo,neutro
ciudad,neutro,neutro
tomar prestado,neutro,neutro
prestatario,negativo,neutro
seno,neutro,neutro
jefe,neutro,neutro
bostón,neutro,neutro
botánico,neutro,neutro
botánico,neutro,neutro
botánica,neutro,neutro
molestar,negativo,neutro
molesto,negativo,enfado
botella,neutro,neutro
abajo,negativo,tristeza
sin fondo,neutro,miedo
roca,neutro,neutro
bote,neutro,neutro
vinculado,negativo,neutro
Perímetro,neutro,neutro
sin límites,neutro,neutro
límites,neutro,neutro
abundante,positivo,anticipacion
generosidad,positivo,anticipacion
ramo,positivo,alegria
burgués,neutro,neutro
burguesía,neutro,neutro
bolsa,neutro,neutro
combate,negativo,enfado
bovino,negativo,disgusto
encorvado,neutro,neutro
intestinos,neutro,disgusto
cuenco,neutro,neutro
bochas,neutro,neutro
caja,neutro,neutro
Boxer,neutro,neutro
boxeo,neutro,enfado
boicotear,negativo,neutro
niñez,neutro,neutro
infantil,neutro,neutro
abrazadera,neutro,neutro
pulsera,neutro,neutro
tirantes,neutro,neutro
braquial,neutro,neutro
soporte,neutro,neutro
soportes,neutro,neutro
salobre,neutro,neutro
puntilla,neutro,neutro
jactarse,negativo,neutro
trenza,neutro,neutro
cerebro,neutro,neutro
sesos,positivo,neutro
idea genial,neutro,neutro
freno,neutro,neutro
salvado,neutro,disgusto
rama,neutro,neutro
derivación,neutro,neutro
brandy,negativo,neutro
latón,neutro,neutro
palo de golf,neutro,neutro
bravata,negativo,neutro
valentía,positivo,neutro
pelearse,negativo,enfado
descarado,negativo,enfado
incumplimiento,negativo,neutro
pan de molde,neutro,neutro
amplitud,neutro,neutro
descanso,neutro,sorpresa
quebradizo,neutro,neutro
desglose,negativo,neutro
interruptor automático,neutro,neutro
interruptores,neutro,neutro
desayuno,positivo,neutro
vertiginoso,negativo,neutro
ruptura,negativo,tristeza
aliento,neutro,neutro
recámara,neutro,neutro
pantalones,neutro,neutro
raza,neutro,neutro
criador,neutro,neutro
cría,neutro,neutro
brisa,neutro,neutro
ventoso,neutro,neutro
hermanos de religion,neutro,neutro
breve,neutro,neutro
brevedad,neutro,neutro
elaborar cerveza,neutro,neutro
fabricación de cerveza,neutro,neutro
soborno,negativo,neutro
soborno,negativo,disgusto
ladrillo,neutro,neutro
nupcial,positivo,anticipacion
novia,positivo,anticipacion
novio,positivo,anticipacion
dama de honor,positivo,alegria
puente,neutro,neutro
brida,neutro,neutro
brevemente,neutro,neutro
bergantín,neutro,neutro
brigada,negativo,miedo
aclarar,positivo,alegria
brillo,positivo,neutro
brillante,positivo,anticipacion
borde,neutro,neutro
rebosante,neutro,neutro
azufre,negativo,enfado
salmuera,neutro,neutro
traer,neutro,neutro
borde,neutro,neutro
enérgico,neutro,neutro
cerda,negativo,neutro
frágil,neutro,neutro
transmisión,neutro,neutro
costado,negativo,anticipacion
brocado,positivo,neutro
folleto,neutro,neutro
asar,negativo,enfado
rompió,negativo,miedo
roto,negativo,enfado
corredor,neutro,neutro
corretaje,neutro,neutro
potro cerril,neutro,neutro
bronce,neutro,neutro
cría,neutro,neutro
melancólico,neutro,neutro
arroyo,neutro,neutro
Escoba,neutro,neutro
caldo,neutro,neutro
burdel,negativo,disgusto
hermano,positivo,confianza
fraternidad,positivo,confianza
fraternal,positivo,anticipacion
frente,neutro,neutro
marrón,neutro,neutro
moretón,negativo,anticipacion
morena,neutro,neutro
esfuerzo,negativo,enfado
cepillo,neutro,neutro
brutal,negativo,enfado
brutalidad,negativo,enfado
bruto,negativo,enfado
burbuja,neutro,neutro
burbujeante,neutro,neutro
dólar,negativo,miedo
balde,neutro,neutro
hebilla,neutro,neutro
abrochado,neutro,neutro
brote,neutro,neutro
amigo,positivo,anticipacion
ceder,neutro,neutro
presupuesto,neutro,confianza
búfalo,neutro,neutro
buffer,neutro,neutro
buffet,negativo,enfado
insecto,negativo,disgusto
pesadilla,negativo,enfado
calesa,neutro,neutro
bugle,neutro,anticipacion
construir,positivo,neutro
constructor,neutro,neutro
edificio,positivo,neutro
edificios,neutro,neutro
bulbo,neutro,neutro
bulboso,negativo,neutro
bulto,neutro,neutro
a granel,neutro,neutro
mamparo,neutro,neutro
voluminoso,neutro,neutro
toro,neutro,neutro
buldog,positivo,neutro
excavadora,neutro,neutro
bala,neutro,neutro
boletín,neutro,neutro
a prueba de balas,positivo,neutro
toro castrado,neutro,neutro
matón,negativo,enfado
baluarte,neutro,neutro
culo,negativo,disgusto
gorrón,negativo,enfado
bulto,neutro,neutro
bollo,neutro,neutro
racimo,neutro,neutro
paquete,neutro,neutro
bungalow,neutro,neutro
litera,neutro,neutro
búnker,neutro,miedo
tizón,neutro,neutro
boya,positivo,neutro
flotabilidad,neutro,neutro
rebaba,neutro,neutro
carga,neutro,neutro
gravoso,negativo,miedo
oficina,neutro,neutro
burocracia,negativo,confianza
burócrata,negativo,disgusto
ladrón,negativo,disgusto
robo,negativo,neutro
entierro,negativo,enfado
enterrado,negativo,miedo
Burke,negativo,enfado
arpillera,neutro,neutro
burlesco,neutro,sorpresa
fuerte,neutro,neutro
quemar,neutro,neutro
quemador,neutro,neutro
incendio,neutro,neutro
bruñido,neutro,neutro
agotamiento,neutro,neutro
quemado,negativo,disgusto
rebaba,neutro,neutro
madriguera,neutro,neutro
beca,neutro,confianza
enterrar,neutro,tristeza
autobús,neutro,neutro
arbusto,neutro,neutro
bushel,neutro,neutro
tupido,neutro,neutro
negocio,neutro,neutro
autobús,positivo,alegria
busto,neutro,neutro
Arrestado,negativo,enfado
bullicio,neutro,neutro
bullicioso,neutro,neutro
ocupado,neutro,neutro
butano,neutro,neutro
carnicero,negativo,enfado
mayordomo,positivo,confianza
extremo,negativo,neutro
manteca,neutro,neutro
mariposa,neutro,neutro
mantecoso,positivo,neutro
nalga,neutro,neutro
botón,neutro,neutro
contrafuerte,neutro,neutro
exuberante,positivo,neutro
comprar,neutro,neutro
comprador,neutro,neutro
comprar,neutro,neutro
zumbido,positivo,anticipacion
zumbado,negativo,neutro
zumbador,neutro,neutro
adiós,neutro,anticipacion
pasado,neutro,neutro
por ley,neutro,confianza
espectador,neutro,neutro
byte,neutro,neutro
taxi,positivo,neutro
cábala,negativo,miedo
repollo,neutro,neutro
cabina,neutro,neutro
gabinete,positivo,confianza
cable,neutro,sorpresa
cabriolé,neutro,neutro
cache,neutro,neutro
cacofonía,negativo,enfado
canalla,negativo,enfado
cadáver,negativo,disgusto
caddie,neutro,neutro
cadencia,neutro,neutro
cadete,neutro,neutro
cafetería,positivo,neutro
jaula,negativo,tristeza
mojón,neutro,neutro
pastel,neutro,neutro
calamidad,neutro,tristeza
calcáreo,neutro,neutro
calcular,neutro,neutro
calculado,neutro,neutro
calculador,negativo,neutro
cálculo,neutro,anticipacion
calculadora,positivo,confianza
cálculo,neutro,neutro
calendario,neutro,neutro
calandrar,neutro,neutro
becerro,positivo,alegria
calibre,neutro,neutro
calibrar,neutro,neutro
calicó,neutro,neutro
calibrador,neutro,neutro
llamar,neutro,neutro
caligrafía,neutro,neutro
vocación,neutro,neutro
calloso,negativo,enfado
llamadas,negativo,anticipacion
calma,positivo,neutro
calma,neutro,neutro
calórico,neutro,neutro
caloría,neutro,neutro
calorímetro,neutro,neutro
leva,neutro,neutro
comba,neutro,neutro
camello,neutro,neutro
camafeo,neutro,neutro
camarógrafo,neutro,neutro
camisola,neutro,neutro
camuflaje,neutro,sorpresa
camuflado,neutro,sorpresa
acampar,neutro,neutro
Campaña,neutro,neutro
paladín,neutro,neutro
haciendo campaña,negativo,enfado
instalaciones,neutro,neutro
canal,neutro,neutro
canario,positivo,neutro
cancelar,negativo,tristeza
cancelado,neutro,neutro
cancelación,neutro,neutro
cáncer,negativo,enfado
sincero,positivo,anticipacion
candidatura,neutro,neutro
candidato,positivo,neutro
azucarado,positivo,neutro
vela,neutro,neutro
luz de una vela,neutro,neutro
candelero,neutro,neutro
candor,neutro,neutro
dulce,neutro,neutro
caña,neutro,enfado
canino,neutro,neutro
frasco,neutro,neutro
llaga gangrenosa,negativo,enfado
caníbal,negativo,disgusto
canibalismo,negativo,disgusto
envase,neutro,neutro
cañón,negativo,enfado
canoa,neutro,neutro
canon,neutro,neutro
canónico,neutro,neutro
cánones,neutro,confianza
pabellón,neutro,neutro
cantina,neutro,neutro
canterbury,neutro,neutro
viga voladiza,neutro,neutro
canto,neutro,neutro
cantón,neutro,neutro
lienzo,neutro,neutro
sondeo,neutro,neutro
gorra,neutro,anticipacion
capacidad,neutro,neutro
capaz,neutro,neutro
capacidad,neutro,neutro
capa,neutro,neutro
alcaparra,neutro,neutro
capilar,neutro,neutro
capital,neutro,neutro
capitalista,positivo,neutro
capitales,neutro,neutro
capitación,neutro,neutro
Capitolio,neutro,neutro
capitulación,neutro,neutro
Capricho,neutro,neutro
caprichoso,neutro,neutro
tapas,neutro,neutro
cápsula,neutro,neutro
capitán,positivo,neutro
subtítulo,neutro,neutro
cautivar,positivo,anticipacion
cautivador,positivo,neutro
cautivo,negativo,miedo
cautiverio,negativo,tristeza
apresador,negativo,miedo
captura,negativo,neutro
coche,neutro,neutro
caramelo,neutro,neutro
quilate,neutro,neutro
caravana,neutro,neutro
carbón,neutro,neutro
cuerpo,negativo,disgusto
carcinoma,negativo,miedo
tarjeta,neutro,neutro
cárdigan,neutro,neutro
cardenal,neutro,neutro
miocardiopatía,negativo,miedo
tarjetas,neutro,neutro
cuidado,neutro,neutro
carrera profesional,positivo,anticipacion
Cuidado,positivo,neutro
con cuidado,positivo,neutro
descuido,negativo,enfado
caricia,positivo,neutro
signo de intercalación,neutro,neutro
vigilante,positivo,confianza
carga,neutro,neutro
caribú,neutro,neutro
caricatura,negativo,neutro
caries,negativo,disgusto
carnicería,negativo,enfado
carnal,negativo,neutro
clavel,neutro,neutro
carnívoro,negativo,miedo
villancico,positivo,alegria
